Word,Pronunciation,Alignment
renny,R EH N IY,"[('r', 'R'), ('e', 'EH'), ('n', '#'), ('n', 'N'), ('y', 'IY')]"
reno,R IY N OW,"[('r', 'R'), ('e', 'IY'), ('n', 'N'), ('o', 'OW')]"
renoir,R EH N W AA R,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('$', 'W'), ('o', 'AA'), ('i', '#'), ('r', 'R')]"
renominate,R IY N AO M IH N EY T,"[('r', 'R'), ('e', 'IY'), ('n', 'N'), ('o', 'AO'), ('m', 'M'), ('i', 'IH'), ('n', 'N'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
renominated,R IY N AA M AH N EY T IH D,"[('r', 'R'), ('e', 'IY'), ('n', 'N'), ('o', 'AA'), ('m', 'M'), ('i', 'AH'), ('n', 'N'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
renomination,R IY N AA M AH N EY SH AH N,"[('r', 'R'), ('e', 'IY'), ('n', 'N'), ('o', 'AA'), ('m', 'M'), ('i', 'AH'), ('n', 'N'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
renouf,R AH N UW F,"[('r', 'R'), ('e', 'AH'), ('n', 'N'), ('o', '#'), ('u', 'UW'), ('f', 'F')]"
renounce,R IH N AW N S,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('o', 'AW'), ('u', '#'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
renounced,R IH N AW N S T,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('o', 'AW'), ('u', '#'), ('n', 'N'), ('c', 'S'), ('e', 'T'), ('d', '#')]"
renounces,R IH N AW N S IH Z,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('o', 'AW'), ('u', '#'), ('n', 'N'), ('c', '#'), ('e', '#'), ('s', 'S'), ('$', 'IH'), ('$', 'Z')]"
renouncing,R IH N AW N S IH NG,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('o', 'AW'), ('u', '#'), ('n', 'N'), ('c', 'S'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
renovatable,R EH N AH V EY T AH B AH L,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('o', 'AH'), ('v', 'V'), ('a', 'EY'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
renovate,R EH N AH V EY T,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('o', 'AH'), ('v', 'V'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
renovated,R EH N AH V EY T IH D,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('o', 'AH'), ('v', 'V'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
renovating,R EH N AH V EY T IH NG,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('o', 'AH'), ('v', 'V'), ('a', 'EY'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
renovation,R EH N AH V EY SH AH N,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('o', 'AH'), ('v', 'V'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
renovator,R EH N AH V EY T ER,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('o', 'AH'), ('v', 'V'), ('a', 'EY'), ('t', 'T'), ('o', '#'), ('r', 'ER')]"
renown,R IH N AW N,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('o', 'AW'), ('w', '#'), ('n', 'N')]"
renowned,R IH N AW N D,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('o', 'AW'), ('w', '#'), ('n', 'N'), ('e', '#'), ('d', 'D')]"
renquist,R EH N K W IH S T,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('q', '#'), ('u', 'K'), ('$', 'W'), ('i', 'IH'), ('s', 'S'), ('t', 'T')]"
rens,R EH N Z,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'Z')]"
rensberger,R EH N S B ER G ER,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'S'), ('b', 'B'), ('e', 'ER'), ('r', '#'), ('g', 'G'), ('e', 'ER'), ('r', '#')]"
rensch,R EH N SH,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'SH'), ('c', '#'), ('h', '#')]"
renschler,R EH N SH AH L ER,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'SH'), ('c', 'AH'), ('h', '#'), ('l', 'L'), ('e', 'ER'), ('r', '#')]"
renshaw,R EH N SH AO,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'SH'), ('h', '#'), ('a', 'AO'), ('w', '#')]"
rensing,R EH N S IH NG,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'S'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
rensselaer,R EH N S AH L IH R,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', '#'), ('s', 'S'), ('e', 'AH'), ('l', 'L'), ('a', '#'), ('e', 'IH'), ('r', 'R')]"
renstrom,R EH N S T R AH M,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('s', 'S'), ('t', 'T'), ('r', 'R'), ('o', 'AH'), ('m', 'M')]"
rent,R EH N T,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T')]"
renta,R EH N T AH,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'AH')]"
rentable,R EH N T AH B AH L,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
rental,R EH N T AH L,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'AH'), ('l', 'L')]"
rentas,R EH N T AH Z,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'AH'), ('s', 'Z')]"
rented,R EH N T IH D,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
renter,R EH N T ER,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('e', 'ER'), ('r', '#')]"
renteria,R EH N T EH R IY AH,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('e', 'EH'), ('r', 'R'), ('i', 'IY'), ('a', 'AH')]"
rentfro,R EH N T F R OW,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('f', 'F'), ('r', 'R'), ('o', 'OW')]"
rentfrow,R EH N T F R AW,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('f', 'F'), ('r', 'R'), ('o', 'AW'), ('w', '#')]"
rentier,R EH T IY ER,"[('r', 'R'), ('e', 'EH'), ('n', '#'), ('t', 'T'), ('i', 'IY'), ('e', 'ER'), ('r', '#')]"
renting,R EH N T IH NG,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
rentmeester,R EH N T M IY S T ER,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('m', 'M'), ('e', '#'), ('e', 'IY'), ('s', 'S'), ('t', 'T'), ('e', 'ER'), ('r', '#')]"
renton,R EH N T AH N,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('o', 'AH'), ('n', 'N')]"
rentsch,R EH N CH,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', '#'), ('s', '#'), ('c', 'CH'), ('h', '#')]"
rentschler,R EH N CH L ER,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', '#'), ('s', '#'), ('c', 'CH'), ('h', '#'), ('l', 'L'), ('e', 'ER'), ('r', '#')]"
rentz,R EH N T S,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('z', 'S')]"
renunciate,R IH N AH N S IY EY T,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('u', 'AH'), ('n', 'N'), ('c', 'S'), ('i', 'IY'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
renunciation,R IH N AH N S IY EY SH AH N,"[('r', 'R'), ('e', 'IH'), ('n', 'N'), ('u', 'AH'), ('n', 'N'), ('c', 'S'), ('i', 'IY'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
renuzit,R IY N UW Z IH T,"[('r', 'R'), ('e', 'IY'), ('n', 'N'), ('u', 'UW'), ('z', 'Z'), ('i', 'IH'), ('t', 'T')]"
renwick,R EH N W IH K,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('w', 'W'), ('i', 'IH'), ('c', 'K'), ('k', '#')]"
reny,R IY N IY,"[('r', 'R'), ('e', 'IY'), ('n', 'N'), ('y', 'IY')]"
renz,R EH N Z,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('z', 'Z')]"
renzi,R EH N Z IY,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('z', 'Z'), ('i', 'IY')]"
renzulli,R EH N Z UW L IY,"[('r', 'R'), ('e', 'EH'), ('n', 'N'), ('z', 'Z'), ('u', 'UW'), ('l', '#'), ('l', 'L'), ('i', 'IY')]"
reoccupy,R IY AO K Y UW P AY,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('c', 'K'), ('c', 'Y'), ('u', 'UW'), ('p', 'P'), ('y', 'AY')]"
reoccur,R IY AH K ER,"[('r', 'R'), ('e', 'IY'), ('o', 'AH'), ('c', '#'), ('c', 'K'), ('u', '#'), ('r', 'ER')]"
reoffend,R IY AO F EH N D,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('f', '#'), ('f', 'F'), ('e', 'EH'), ('n', 'N'), ('d', 'D')]"
reoffended,R IY AO F EH N D IH D,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('f', '#'), ('f', 'F'), ('e', 'EH'), ('n', 'N'), ('d', 'D'), ('e', 'IH'), ('d', 'D')]"
reoffer,R IY AO F ER,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('f', '#'), ('f', 'F'), ('e', 'ER'), ('r', '#')]"
reoffered,R IY AO F ER D,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('f', '#'), ('f', 'F'), ('e', '#'), ('r', '#'), ('e', 'ER'), ('d', 'D')]"
reoffering,R IY AO F ER IH NG,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('f', '#'), ('f', 'F'), ('e', 'ER'), ('r', '#'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
reopen,R IY OW P AH N,"[('r', 'R'), ('e', 'IY'), ('o', 'OW'), ('p', 'P'), ('e', 'AH'), ('n', 'N')]"
reopened,R IY OW P AH N D,"[('r', 'R'), ('e', 'IY'), ('o', 'OW'), ('p', 'P'), ('e', 'AH'), ('n', 'N'), ('e', '#'), ('d', 'D')]"
reopening,R IY OW P AH N IH NG,"[('r', 'R'), ('e', 'IY'), ('o', 'OW'), ('p', 'P'), ('e', 'AH'), ('n', 'N'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
reopens,R IY OW P AH N Z,"[('r', 'R'), ('e', 'IY'), ('o', 'OW'), ('p', 'P'), ('e', 'AH'), ('n', 'N'), ('s', 'Z')]"
reorder,R IY AO R D ER,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('d', 'D'), ('e', 'ER'), ('r', '#')]"
reordering,R IY AO R D ER IH NG,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('d', 'D'), ('e', 'ER'), ('r', '#'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
reorganization,R IY AO R G AH N AH Z EY SH AH N,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('g', 'G'), ('a', 'AH'), ('n', 'N'), ('i', '#'), ('z', '#'), ('a', 'AH'), ('$', 'Z'), ('$', 'EY'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
reorganize,R IY AO R G AH N AY Z,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('g', 'G'), ('a', 'AH'), ('n', 'N'), ('i', 'AY'), ('z', 'Z'), ('e', '#')]"
reorganized,R IY AO R G AH N AY Z D,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('g', 'G'), ('a', 'AH'), ('n', 'N'), ('i', 'AY'), ('z', 'Z'), ('e', '#'), ('d', 'D')]"
reorganizes,R IY AO R G AH N AY Z IH Z,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('g', 'G'), ('a', 'AH'), ('n', 'N'), ('$', 'AY'), ('$', 'Z'), ('i', 'IH'), ('z', '#'), ('e', '#'), ('s', 'Z')]"
reorganizing,R IY AO R G AH N AY Z IH NG,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('g', 'G'), ('a', 'AH'), ('n', 'N'), ('i', 'AY'), ('z', 'Z'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
reorient,R IY AO R IY EH N T,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('i', 'IY'), ('e', 'EH'), ('n', 'N'), ('t', 'T')]"
reorientate,R IY AO R IY EH N T EY T,"[('r', 'R'), ('e', 'IY'), ('o', 'AO'), ('r', 'R'), ('i', 'IY'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
repack,R IY P AE K,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('c', 'K'), ('k', '#')]"
repackage,R IY P AE K IH JH,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('c', 'K'), ('k', '#'), ('a', '#'), ('g', '#'), ('e', 'IH'), ('$', 'JH')]"
repackaged,R IY P AE K IH JH D,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('c', 'K'), ('k', '#'), ('a', '#'), ('g', '#'), ('e', 'IH'), ('$', 'JH'), ('d', 'D')]"
repackages,R IY P AE K IH JH IH Z,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('c', 'K'), ('k', '#'), ('a', 'IH'), ('g', 'JH'), ('e', 'IH'), ('s', 'Z')]"
repackaging,R IY P AE K IH JH IH NG,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('c', 'K'), ('k', '#'), ('a', 'IH'), ('g', 'JH'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repacked,R IY P AE K T,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('c', 'K'), ('k', '#'), ('e', 'T'), ('d', '#')]"
repaid,R IY P EY D,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('i', '#'), ('d', 'D')]"
repaint,R IY P EY N T,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('i', '#'), ('n', 'N'), ('t', 'T')]"
repainted,R IY P EY N T IH D,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('i', '#'), ('n', 'N'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
repainting,R IY P EY N T IH NG,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('i', '#'), ('n', 'N'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repair,R IH P EH R,"[('r', 'R'), ('e', '#'), ('p', '#'), ('a', '#'), ('i', 'IH'), ('$', 'P'), ('$', 'EH'), ('r', 'R')]"
repairable,R IH P EH R AH B AH L,"[('r', 'R'), ('e', '#'), ('p', '#'), ('a', '#'), ('i', 'IH'), ('$', 'P'), ('$', 'EH'), ('r', 'R'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
repaired,R IH P EH R D,"[('r', 'R'), ('e', '#'), ('p', '#'), ('a', '#'), ('i', 'IH'), ('$', 'P'), ('$', 'EH'), ('r', 'R'), ('e', '#'), ('d', 'D')]"
repairing,R IH P EH R IH NG,"[('r', 'R'), ('e', '#'), ('p', '#'), ('a', '#'), ('i', 'IH'), ('$', 'P'), ('$', 'EH'), ('r', 'R'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repairman,R IH P EH R M AE N,"[('r', 'R'), ('e', '#'), ('p', '#'), ('a', '#'), ('i', 'IH'), ('$', 'P'), ('$', 'EH'), ('r', 'R'), ('m', 'M'), ('a', 'AE'), ('n', 'N')]"
repap,R IY P AE P,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('p', 'P')]"
reparation,R EH P ER EY SH AH N,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('$', 'ER'), ('a', 'EY'), ('r', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
repartee,R EH P ER T IY,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('a', '#'), ('r', 'ER'), ('t', 'T'), ('e', '#'), ('e', 'IY')]"
repasky,R IH P AA S K IY,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('a', 'AA'), ('s', 'S'), ('k', 'K'), ('y', 'IY')]"
repass,R IY P AE S,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'AE'), ('s', '#'), ('s', 'S')]"
repatriate,R IY P EY T R IY EY T,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('t', 'T'), ('r', 'R'), ('i', 'IY'), ('a', 'EY'), ('t', 'T'), ('e', '#')]"
repatriated,R IY P EY T R IY EY T IH D,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('t', 'T'), ('r', 'R'), ('i', 'IY'), ('a', 'EY'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
repatriating,R IY P EY T R IY EY T IH NG,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('t', 'T'), ('r', 'R'), ('i', 'IY'), ('a', 'EY'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repatriation,R IY P EY T R IY EY SH AH N,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('t', 'T'), ('r', 'R'), ('i', 'IY'), ('$', 'EY'), ('$', 'SH'), ('a', 'AH'), ('t', '#'), ('i', '#'), ('o', '#'), ('n', 'N')]"
repay,R IY P EY,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('y', '#')]"
repayable,R IY P EY AH B AH L,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('y', '#'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
repaying,R IY P EY IH NG,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('y', '#'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repayment,R IY P EY M AH N T,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('y', '#'), ('m', 'M'), ('e', 'AH'), ('n', 'N'), ('t', 'T')]"
repays,R IY P EY Z,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('a', 'EY'), ('y', '#'), ('s', 'Z')]"
repeal,R IH P IY L,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('l', 'L')]"
repealed,R IH P IY L D,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('l', 'L'), ('e', '#'), ('d', 'D')]"
repealing,R IY P IY L IH NG,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('l', 'L'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repeat,R IH P IY T,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('t', 'T')]"
repeatable,R IH P IY T AH B AH L,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('t', 'T'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
repeated,R IH P IY T IH D,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
repeatedly,R IH P IY T IH D L IY,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('t', 'T'), ('e', 'IH'), ('d', 'D'), ('l', 'L'), ('y', 'IY')]"
repeater,R IH P IY T ER,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('t', 'T'), ('e', 'ER'), ('r', '#')]"
repeating,R IH P IY T IH NG,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'IY'), ('a', '#'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repel,R IH P EH L,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('l', 'L')]"
repelled,R AH P EH L D,"[('r', 'R'), ('e', 'AH'), ('p', 'P'), ('e', 'EH'), ('l', '#'), ('l', 'L'), ('e', '#'), ('d', 'D')]"
repellent,R IH P EH L AH N T,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('l', '#'), ('l', 'L'), ('e', 'AH'), ('n', 'N'), ('t', 'T')]"
repelling,R AH P EH L IH NG,"[('r', 'R'), ('e', 'AH'), ('p', 'P'), ('e', 'EH'), ('l', '#'), ('l', 'L'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repels,R IH P EH L Z,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('l', 'L'), ('s', 'Z')]"
repent,R IH P EH N T,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('t', 'T')]"
repentance,R IH P EH N T AH N S,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'AH'), ('n', 'N'), ('c', 'S'), ('e', '#')]"
repentant,R IH P EH N T AH N T,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('a', 'AH'), ('n', 'N'), ('t', 'T')]"
repented,R IH P EH N T IH D,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
repenting,R IH P EH N T IH NG,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
repents,R IH P EH N T S,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('n', 'N'), ('t', 'T'), ('s', 'S')]"
repercussion,R IY P ER K AH SH AH N,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('e', 'ER'), ('r', '#'), ('c', 'K'), ('u', 'AH'), ('s', '#'), ('s', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
reperfusion,R EH P ER F Y UW ZH AH N,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'ER'), ('r', '#'), ('f', 'F'), ('$', 'Y'), ('u', 'UW'), ('s', 'ZH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
repertoire,R EH P ER T W AA R,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'ER'), ('r', '#'), ('t', 'T'), ('$', 'W'), ('o', 'AA'), ('i', '#'), ('r', 'R'), ('e', '#')]"
repertory,R EH P ER T AO R IY,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'ER'), ('r', '#'), ('t', 'T'), ('o', 'AO'), ('r', 'R'), ('y', 'IY')]"
repetition,R EH P AH T IH SH AH N,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'AH'), ('t', 'T'), ('i', 'IH'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('n', 'N')]"
repetitious,R EH P AH T IH SH AH S,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'AH'), ('t', 'T'), ('i', 'IH'), ('t', 'SH'), ('i', '#'), ('o', 'AH'), ('u', '#'), ('s', 'S')]"
repetitive,R IH P EH T IH T IH V,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('e', 'EH'), ('t', 'T'), ('i', 'IH'), ('t', 'T'), ('i', 'IH'), ('v', 'V'), ('e', '#')]"
repetti,R EH P EH T IY,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'EH'), ('t', '#'), ('t', 'T'), ('i', 'IY')]"
repetto,R EH P EH T OW,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('e', 'EH'), ('t', '#'), ('t', 'T'), ('o', 'OW')]"
reph,R EH F,"[('r', 'R'), ('e', 'EH'), ('p', '#'), ('h', 'F')]"
rephrase,R IY F R EY Z,"[('r', 'R'), ('e', 'IY'), ('p', '#'), ('h', 'F'), ('r', 'R'), ('a', 'EY'), ('s', 'Z'), ('e', '#')]"
repinski,R IH P IH N S K IY,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('i', 'IH'), ('n', 'N'), ('s', 'S'), ('k', 'K'), ('i', 'IY')]"
repka,R EH P K AH,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('k', 'K'), ('a', 'AH')]"
repko,R EH P K OW,"[('r', 'R'), ('e', 'EH'), ('p', 'P'), ('k', 'K'), ('o', 'OW')]"
replace,R IY P L EY S,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('l', 'L'), ('a', 'EY'), ('c', 'S'), ('e', '#')]"
replaceable,R IY P L EY S AH B AH L,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('l', 'L'), ('a', 'EY'), ('c', 'S'), ('e', '#'), ('a', 'AH'), ('b', 'B'), ('$', 'AH'), ('l', 'L'), ('e', '#')]"
replaced,R IY P L EY S T,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('l', 'L'), ('a', 'EY'), ('c', 'S'), ('e', 'T'), ('d', '#')]"
replacement,R IH P L EY S M AH N T,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('l', 'L'), ('a', 'EY'), ('c', 'S'), ('e', '#'), ('m', 'M'), ('e', 'AH'), ('n', 'N'), ('t', 'T')]"
replaces,R IH P L EY S IH Z,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('l', 'L'), ('a', 'EY'), ('c', '#'), ('e', '#'), ('s', 'S'), ('$', 'IH'), ('$', 'Z')]"
replacing,R IH P L EY S IH NG,"[('r', 'R'), ('e', 'IH'), ('p', 'P'), ('l', 'L'), ('a', 'EY'), ('c', 'S'), ('i', 'IH'), ('n', 'NG'), ('g', '#')]"
replant,R IY P L AE N T,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('l', 'L'), ('a', 'AE'), ('n', 'N'), ('t', 'T')]"
replanted,R IY P L AE N T IH D,"[('r', 'R'), ('e', 'IY'), ('p', 'P'), ('l', 'L'), ('a', 'AE'), ('n', 'N'), ('t', 'T'), ('e', 'IH'), ('d', 'D')]"
